Postcode District,Bedroom Category,Count of rents,Mean,Lower quartile,30th percentile,Median,Upper quartile
SW8,Two Bedrooms,120,"2,023","1,700","1,733","1,995","2,383"
SW8,Three Bedrooms,50,"2,807","2,208","2,300","2,677","3,488"
SW8,Four or More Bedrooms,10,"3,202","2,595","2,710","3,405","3,863"
SW9,Room,-,..,..,..,..,..
SW9,Studio,10,906,780,800,930,973
SW9,One Bedroom,30,"1,429","1,375","1,400","1,450","1,500"
SW9,Two Bedrooms,30,"1,681","1,500","1,600","1,668","1,875"
SW9,Three Bedrooms,20,"2,331","1,900","1,950","2,250","2,600"
SW9,Four or More Bedrooms,10,"3,343","3,250","3,250","3,313","3,467"
SW95,Room,0,.,.,.,.,.
SW95,Studio,0,.,.,.,.,.
SW95,One Bedroom,0,.,.,.,.,.
SW95,Two Bedrooms,0,.,.,.,.,.
SW95,Three Bedrooms,0,.,.,.,.,.
SW95,Four or More Bedrooms,0,.,.,.,.,.
SW99,Room,0,.,.,.,.,.
SW99,Studio,0,.,.,.,.,.
SW99,One Bedroom,0,.,.,.,.,.
SW99,Two Bedrooms,0,.,.,.,.,.
SW99,Three Bedrooms,0,.,.,.,.,.
SW99,Four or More Bedrooms,0,.,.,.,.,.
TN14,Room,0,.,.,.,.,.
TN14,Studio,0,.,.,.,.,.
TN14,One Bedroom,0,.,.,.,.,.
TN14,Two Bedrooms,0,.,.,.,.,.
TN14,Three Bedrooms,0,.,.,.,.,.
TN14,Four or More Bedrooms,-,..,..,..,..,..
TN16,Room,0,.,.,.,.,.
TN16,Studio,0,.,.,.,.,.
TN16,One Bedroom,-,..,..,..,..,..
TN16,Two Bedrooms,10,"1,249","1,250","1,250","1,258","1,300"
TN16,Three Bedrooms,-,..,..,..,..,..
TN16,Four or More Bedrooms,10,"2,019","1,600","1,600","1,625","1,650"
TW1,Room,0,.,.,.,.,.
TW1,Studio,10,882,750,797,900,"1,025"
TW1,One Bedroom,80,"1,210","1,100","1,111","1,200","1,325"
TW1,Two Bedrooms,90,"1,576","1,350","1,395","1,586","1,700"
TW1,Three Bedrooms,20,"2,368","1,600","1,650","2,200","2,695"
TW1,Four or More Bedrooms,20,"3,681","2,600","2,950","3,500","4,500"
TW10,Room,-,..,..,..,..,..
TW10,Studio,-,..,..,..,..,..
TW10,One Bedroom,30,"1,295","1,100","1,150","1,275","1,375"
TW10,Two Bedrooms,90,"1,914","1,521","1,584","1,800","2,050"
TW10,Three Bedrooms,30,"2,274","1,750","1,750","2,150","2,868"
TW10,Four or More Bedrooms,10,"3,947","2,900","2,950","3,250","5,665"
TW11,Room,0,.,.,.,.,.
TW11,Studio,-,..,..,..,..,..
TW11,One Bedroom,10,"1,091",975,975,"1,000","1,125"
TW11,Two Bedrooms,20,"1,452","1,275","1,425","1,475","1,615"
TW11,Three Bedrooms,-,..,..,..,..,..
TW11,Four or More Bedrooms,-,..,..,..,..,..
TW12,Room,0,.,.,.,.,.
TW12,Studio,-,..,..,..,..,..
TW12,One Bedroom,10,"1,084","1,000","1,025","1,050","1,150"
TW12,Two Bedrooms,10,"1,353","1,300","1,300","1,363","1,400"
TW12,Three Bedrooms,10,"1,706","1,500","1,550","1,688","1,888"
TW12,Four or More Bedrooms,-,..,..,..,..,..
TW13,Room,-,..,..,..,..,..
TW13,Studio,10,764,775,775,775,775
TW13,One Bedroom,50,972,950,950,"1,000","1,023"
TW13,Two Bedrooms,80,"1,228","1,150","1,150","1,250","1,285"
TW13,Three Bedrooms,40,"1,405","1,325","1,350","1,450","1,500"
TW13,Four or More Bedrooms,10,"1,544","1,450","1,500","1,550","1,650"
TW14,Room,-,..,..,..,..,..
TW14,Studio,10,778,750,750,750,800
TW14,One Bedroom,30,961,920,950,963,998
TW14,Two Bedrooms,50,"1,195","1,150","1,150","1,200","1,250"
TW14,Three Bedrooms,40,"1,451","1,370","1,385","1,450","1,550"
TW14,Four or More Bedrooms,10,"1,675","1,550","1,550","1,575","1,800"
TW15,Room,0,.,.,.,.,.
TW15,Studio,0,.,.,.,.,.
TW15,One Bedroom,0,.,.,.,.,.
TW15,Two Bedrooms,0,.,.,.,.,.
TW15,Three Bedrooms,0,.,.,.,.,.
TW15,Four or More Bedrooms,0,.,.,.,.,.
TW19,Room,0,.,.,.,.,.
TW19,Studio,0,.,.,.,.,.
TW19,One Bedroom,0,.,.,.,.,.
TW19,Two Bedrooms,0,.,.,.,.,.
TW19,Three Bedrooms,0,.,.,.,.,.
TW19,Four or More Bedrooms,0,.,.,.,.,.
TW2,Room,0,.,.,.,.,.
TW2,Studio,10,865,825,825,850,950
TW2,One Bedroom,20,"1,091",950,975,"1,086","1,198"
TW2,Two Bedrooms,50,"1,361","1,200","1,250","1,300","1,500"
TW2,Three Bedrooms,50,"1,726","1,500","1,550","1,695","1,825"
TW2,Four or More Bedrooms,20,"2,360","2,095","2,100","2,240","2,750"
TW3,Room,20,583,500,550,550,668
TW3,Studio,40,813,750,750,800,900
TW3,One Bedroom,90,"1,050",950,975,"1,050","1,100"
TW3,Two Bedrooms,150,"1,253","1,175","1,200","1,250","1,350"
TW3,Three Bedrooms,50,"1,587","1,500","1,550","1,625","1,695"
TW3,Four or More Bedrooms,20,"1,972","1,800","1,850","1,900","2,100"
TW4,Room,-,..,..,..,..,..
TW4,Studio,10,733,700,700,738,750
TW4,One Bedroom,30,986,900,925,950,"1,095"
TW4,Two Bedrooms,40,"1,231","1,150","1,150","1,250","1,300"
TW4,Three Bedrooms,50,"1,636","1,575","1,595","1,650","1,700"
TW4,Four or More Bedrooms,10,"1,892","1,750","1,775","1,800","2,200"
TW5,Room,20,575,500,542,550,667
TW5,Studio,20,755,650,675,763,850
TW5,One Bedroom,20,"1,006",925,925,"1,000","1,050"
TW5,Two Bedrooms,60,"1,237","1,200","1,200","1,250","1,275"
TW5,Three Bedrooms,40,"1,585","1,413","1,450","1,600","1,700"
TW5,Four or More Bedrooms,30,"1,795","1,600","1,650","1,700","1,900"
TW6,Room,0,.,.,.,.,.
TW6,Studio,0,.,.,.,.,.
TW6,One Bedroom,0,.,.,.,.,.
TW6,Two Bedrooms,0,.,.,.,.,.
TW6,Three Bedrooms,0,.,.,.,.,.
TW6,Four or More Bedrooms,0,.,.,.,.,.
TW7,Room,10,656,625,650,663,688
TW7,Studio,20,818,775,800,825,850
TW7,One Bedroom,70,"1,089","1,025","1,050","1,100","1,150"
TW7,Two Bedrooms,140,"1,341","1,250","1,250","1,338","1,400"
TW7,Three Bedrooms,60,"1,644","1,495","1,500","1,600","1,795"
TW7,Four or More Bedrooms,20,"2,113","1,800","1,850","2,100","2,300"
TW8,Room,-,..,..,..,..,..
TW8,Studio,10,864,750,800,800,925
TW8,One Bedroom,110,"1,242","1,100","1,150","1,250","1,375"
TW8,Two Bedrooms,100,"1,595","1,363","1,420","1,585","1,750"
TW8,Three Bedrooms,60,"1,967","1,650","1,675","1,850","2,383"
TW8,Four or More Bedrooms,10,"2,726","2,643","2,700","2,752","2,925"
TW9,Room,-,..,..,..,..,..
TW9,Studio,10,921,736,800,950,"1,075"
TW9,One Bedroom,80,"1,363","1,250","1,250","1,296","1,400"
TW9,Two Bedrooms,130,"1,691","1,500","1,500","1,649","1,800"
TW9,Three Bedrooms,20,"2,246","1,773","1,897","2,250","2,535"
TW9,Four or More Bedrooms,10,"3,379","2,600","3,500","3,500","4,000"
UB1,Room,-,..,..,..,..,..
UB1,Studio,-,..,..,..,..,..
UB1,One Bedroom,-,..,..,..,..,..
UB1,Two Bedrooms,10,"1,226","1,120","1,120","1,260","1,300"
UB1,Three Bedrooms,10,"1,482","1,250","1,400","1,500","1,650"
UB1,Four or More Bedrooms,-,..,..,..,..,..
UB10,Room,10,428,383,383,383,400
UB10,Studio,10,764,735,743,778,800
UB10,One Bedroom,50,"1,013",920,950,995,"1,150"
UB10,Two Bedrooms,90,"1,285","1,200","1,200","1,275","1,375"
UB10,Three Bedrooms,100,"1,385","1,230","1,257","1,350","1,500"
UB10,Four or More Bedrooms,40,"2,220","1,800","1,825","2,000","2,300"
UB11,Room,0,.,.,.,.,.
UB11,Studio,0,.,.,.,.,.
UB11,One Bedroom,0,.,.,.,.,.
UB11,Two Bedrooms,0,.,.,.,.,.
UB11,Three Bedrooms,0,.,.,.,.,.
UB11,Four or More Bedrooms,0,.,.,.,.,.
UB18,Room,0,.,.,.,.,.
UB18,Studio,0,.,.,.,.,.
UB18,One Bedroom,0,.,.,.,.,.
UB18,Two Bedrooms,0,.,.,.,.,.
UB18,Three Bedrooms,0,.,.,.,.,.
UB18,Four or More Bedrooms,0,.,.,.,.,.
UB2,Room,0,.,.,.,.,.
UB2,Studio,0,.,.,.,.,.
UB2,One Bedroom,10,938,850,850,925,"1,025"
UB2,Two Bedrooms,10,"1,215","1,100","1,150","1,273","1,300"
UB2,Three Bedrooms,-,..,..,..,..,..
UB2,Four or More Bedrooms,-,..,..,..,..,..
UB3,Room,-,..,..,..,..,..
UB3,Studio,30,860,800,800,850,935
UB3,One Bedroom,130,"1,179",980,995,"1,285","1,335"
UB3,Two Bedrooms,130,"1,443","1,400","1,415","1,460","1,525"
UB3,Three Bedrooms,20,"1,649","1,475","1,500","1,550","2,010"
UB3,Four or More Bedrooms,-,..,..,..,..,..
UB4,Room,0,.,.,.,.,.
UB4,Studio,10,745,700,700,700,725
UB4,One Bedroom,10,"1,006",935,943,988,"1,050"
UB4,Two Bedrooms,20,"1,178","1,119","1,150","1,200","1,200"
UB4,Three Bedrooms,20,"1,466","1,400","1,425","1,475","1,525"
UB4,Four or More Bedrooms,-,..,..,..,..,..
UB5,Room,0,.,.,.,.,.
UB5,Studio,-,..,..,..,..,..
UB5,One Bedroom,30,983,950,950,975,"1,000"
UB5,Two Bedrooms,20,"1,256","1,175","1,200","1,275","1,300"
UB5,Three Bedrooms,10,"1,529","1,400","1,450","1,500","1,600"
UB5,Four or More Bedrooms,-,..,..,..,..,..
UB6,Room,10,535,500,500,525,550
UB6,Studio,-,..,..,..,..,..
UB6,One Bedroom,30,"1,120",995,"1,025","1,148","1,200"
UB6,Two Bedrooms,20,"1,274","1,200","1,200","1,250","1,350"
UB6,Three Bedrooms,20,"1,605","1,550","1,550","1,583","1,675"
UB6,Four or More Bedrooms,10,"1,960","1,850","1,850","2,000","2,100"
UB7,Room,-,..,..,..,..,..
UB7,Studio,30,699,680,695,715,750
UB7,One Bedroom,90,"1,033",925,960,"1,070","1,100"
UB7,Two Bedrooms,120,"1,252","1,200","1,200","1,275","1,350"
UB7,Three Bedrooms,40,"1,484","1,300","1,395","1,495","1,600"
UB7,Four or More Bedrooms,10,"1,944","1,725","1,750","1,900","2,200"
UB8,Room,10,586,563,563,588,630
UB8,Studio,50,838,700,725,795,"1,000"
UB8,One Bedroom,130,"1,026",925,950,"1,000","1,100"
UB8,Two Bedrooms,140,"1,247","1,170","1,200","1,250","1,325"
UB8,Three Bedrooms,40,"1,476","1,375","1,400","1,450","1,600"
UB8,Four or More Bedrooms,50,"1,900","1,650","1,700","1,850","2,100"
UB9,Room,0,.,.,.,.,.
UB9,Studio,0,.,.,.,.,.
UB9,One Bedroom,-,..,..,..,..,..
UB9,Two Bedrooms,10,"1,204","1,150","1,150","1,200","1,250"
UB9,Three Bedrooms,10,"1,465","1,375","1,375","1,500","1,500"
UB9,Four or More Bedrooms,-,..,..,..,..,..
W1,Room,0,.,.,.,.,.
W1,Studio,0,.,.,.,.,.
W1,One Bedroom,0,.,.,.,.,.
W1,Two Bedrooms,0,.,.,.,.,.
W1,Three Bedrooms,0,.,.,.,.,.
W1,Four or More Bedrooms,0,.,.,.,.,.
W10,Room,0,.,.,.,.,.
W10,Studio,-,..,..,..,..,..
W10,One Bedroom,20,"1,578","1,334","1,376","1,583","1,820"
W10,Two Bedrooms,20,"2,510","1,950","2,037","2,351","3,011"
W10,Three Bedrooms,20,"4,322","2,600","2,730","3,400","5,417"
W10,Four or More Bedrooms,10,"3,847","1,900","1,900","2,210","2,665"
W11,Room,-,..,..,..,..,..
W11,Studio,10,"1,508","1,452","1,452","1,500","1,625"
W11,One Bedroom,60,"1,928","1,500","1,580","1,733","2,058"
W11,Two Bedrooms,80,"2,863","2,145","2,167","2,492","3,211"
W11,Three Bedrooms,30,"4,956","3,033","3,033","4,171","6,500"
W11,Four or More Bedrooms,10,"8,037","3,600","5,300","8,063","11,000"
W12,Room,-,..,..,..,..,..
W12,Studio,20,"1,227","1,049","1,050","1,125","1,300"
W12,One Bedroom,190,"1,479","1,274","1,298","1,350","1,517"
W12,Two Bedrooms,150,"1,944","1,473","1,516","1,699","2,150"
W12,Three Bedrooms,40,"2,463","2,000","2,058","2,275","2,578"
W12,Four or More Bedrooms,20,"3,454","2,817","2,900","3,200","3,900"
W13,Room,20,629,592,592,642,722
W13,Studio,20,901,825,850,888,997
W13,One Bedroom,170,"1,264","1,200","1,200","1,250","1,316"
W13,Two Bedrooms,220,"1,460","1,350","1,375","1,450","1,575"
W13,Three Bedrooms,80,"2,021","1,798","1,850","1,950","2,200"
W13,Four or More Bedrooms,40,"2,711","2,300","2,400","2,500","2,817"
W14,Room,0,.,.,.,.,.
W14,Studio,20,"1,236","1,170","1,170","1,196","1,278"
W14,One Bedroom,110,"1,573","1,400","1,408","1,517","1,647"
W14,Two Bedrooms,160,"2,078","1,733","1,755","1,902","2,167"
W14,Three Bedrooms,40,"3,191","2,350","2,401","2,698","3,293"
W14,Four or More Bedrooms,10,"4,562","2,600","2,730","4,250","6,717"
W1A,Room,0,.,.,.,.,.
W1A,Studio,0,.,.,.,.,.
W1A,One Bedroom,0,.,.,.,.,.
W1A,Two Bedrooms,0,.,.,.,.,.
W1A,Three Bedrooms,0,.,.,.,.,.
W1A,Four or More Bedrooms,0,.,.,.,.,.
W1B,Room,0,.,.,.,.,.
W1B,Studio,0,.,.,.,.,.
W1B,One Bedroom,-,..,..,..,..,..
W1B,Two Bedrooms,0,.,.,.,.,.
W1B,Three Bedrooms,0,.,.,.,.,.
W1B,Four or More Bedrooms,0,.,.,.,.,.
W1C,Room,0,.,.,.,.,.
W1C,Studio,0,.,.,.,.,.
W1C,One Bedroom,0,.,.,.,.,.
W1C,Two Bedrooms,0,.,.,.,.,.
W1C,Three Bedrooms,0,.,.,.,.,.
W1C,Four or More Bedrooms,0,.,.,.,.,.
W1D,Room,0,.,.,.,.,.
W1D,Studio,0,.,.,.,.,.
W1D,One Bedroom,0,.,.,.,.,.
W1D,Two Bedrooms,0,.,.,.,.,.
W1D,Three Bedrooms,-,..,..,..,..,..
W1D,Four or More Bedrooms,0,.,.,.,.,.
W1F,Room,0,.,.,.,.,.
W1F,Studio,0,.,.,.,.,.
W1F,One Bedroom,0,.,.,.,.,.
W1F,Two Bedrooms,0,.,.,.,.,.
W1F,Three Bedrooms,0,.,.,.,.,.
W1F,Four or More Bedrooms,0,.,.,.,.,.
W1G,Room,0,.,.,.,.,.
W1G,Studio,0,.,.,.,.,.
W1G,One Bedroom,-,..,..,..,..,..
W1G,Two Bedrooms,-,..,..,..,..,..
W1G,Three Bedrooms,0,.,.,.,.,.
W1G,Four or More Bedrooms,0,.,.,.,.,.
W1H,Room,10,910,845,845,888,953
W1H,Studio,30,"1,489","1,326","1,408","1,531","1,753"
W1H,One Bedroom,100,"2,384","1,993","2,071","2,318","2,643"
W1H,Two Bedrooms,120,"3,420","2,817","2,882","3,185","3,913"
W1H,Three Bedrooms,30,"4,202","3,337","3,813","4,333","4,959"
W1H,Four or More Bedrooms,-,..,..,..,..,..
W1J,Room,0,.,.,.,.,.
W1J,Studio,0,.,.,.,.,.
W1J,One Bedroom,-,..,..,..,..,..
W1J,Two Bedrooms,-,..,..,..,..,..
W1J,Three Bedrooms,-,..,..,..,..,..
W1J,Four or More Bedrooms,0,.,.,.,.,.
W1K,Room,0,.,.,.,.,.
W1K,Studio,0,.,.,.,.,.
W1K,One Bedroom,-,..,..,..,..,..
W1K,Two Bedrooms,-,..,..,..,..,..
W1K,Three Bedrooms,0,.,.,.,.,.
W1K,Four or More Bedrooms,0,.,.,.,.,.
W1M,Room,0,.,.,.,.,.
W1M,Studio,0,.,.,.,.,.
W1M,One Bedroom,0,.,.,.,.,.
W1M,Two Bedrooms,0,.,.,.,.,.
W1M,Three Bedrooms,0,.,.,.,.,.
W1M,Four or More Bedrooms,0,.,.,.,.,.
W1N,Room,0,.,.,.,.,.
W1N,Studio,0,.,.,.,.,.
W1N,One Bedroom,0,.,.,.,.,.
W1N,Two Bedrooms,0,.,.,.,.,.
W1N,Three Bedrooms,0,.,.,.,.,.
W1N,Four or More Bedrooms,0,.,.,.,.,.
W1P,Room,0,.,.,.,.,.
W1P,Studio,0,.,.,.,.,.
W1P,One Bedroom,0,.,.,.,.,.
W1P,Two Bedrooms,0,.,.,.,.,.
W1P,Three Bedrooms,0,.,.,.,.,.
W1P,Four or More Bedrooms,0,.,.,.,.,.
W1R,Room,0,.,.,.,.,.
W1R,Studio,0,.,.,.,.,.
W1R,One Bedroom,0,.,.,.,.,.
W1R,Two Bedrooms,0,.,.,.,.,.
W1R,Three Bedrooms,0,.,.,.,.,.
W1R,Four or More Bedrooms,0,.,.,.,.,.
W1S,Room,0,.,.,.,.,.
W1S,Studio,0,.,.,.,.,.
W1S,One Bedroom,0,.,.,.,.,.
W1S,Two Bedrooms,0,.,.,.,.,.
W1S,Three Bedrooms,0,.,.,.,.,.
W1S,Four or More Bedrooms,0,.,.,.,.,.
W1T,Room,0,.,.,.,.,.
W1T,Studio,0,.,.,.,.,.
W1T,One Bedroom,10,"1,789","1,650","1,650","1,781","1,950"
W1T,Two Bedrooms,-,..,..,..,..,..
W1T,Three Bedrooms,0,.,.,.,.,.
W1T,Four or More Bedrooms,0,.,.,.,.,.
W1U,Room,-,..,..,..,..,..
W1U,Studio,20,"1,694","1,625","1,625","1,690","1,788"
W1U,One Bedroom,90,"2,568","2,383","2,383","2,577","2,773"
W1U,Two Bedrooms,60,"3,279","2,708","2,817","3,033","3,682"
W1U,Three Bedrooms,20,"5,074","3,467","3,770","4,312","5,037"
W1U,Four or More Bedrooms,-,..,..,..,..,..
W1V,Room,0,.,.,.,.,.
W1V,Studio,0,.,.,.,.,.
W1V,One Bedroom,0,.,.,.,.,.
W1V,Two Bedrooms,0,.,.,.,.,.
W1V,Three Bedrooms,0,.,.,.,.,.
W1V,Four or More Bedrooms,0,.,.,.,.,.
W1W,Room,0,.,.,.,.,.
W1W,Studio,0,.,.,.,.,.
W1W,One Bedroom,10,"2,611","1,842","1,842","1,842","3,683"
W1W,Two Bedrooms,-,..,..,..,..,..
W1W,Three Bedrooms,-,..,..,..,..,..
W1W,Four or More Bedrooms,0,.,.,.,.,.
W1X,Room,0,.,.,.,.,.
W1X,Studio,0,.,.,.,.,.
W1X,One Bedroom,0,.,.,.,.,.
W1X,Two Bedrooms,0,.,.,.,.,.
W1X,Three Bedrooms,0,.,.,.,.,.
W1X,Four or More Bedrooms,0,.,.,.,.,.
W1Y,Room,0,.,.,.,.,.
W1Y,Studio,0,.,.,.,.,.
W1Y,One Bedroom,0,.,.,.,.,.
W1Y,Two Bedrooms,0,.,.,.,.,.
W1Y,Three Bedrooms,0,.,.,.,.,.
W1Y,Four or More Bedrooms,0,.,.,.,.,.
W2,Room,-,..,..,..,..,..
W2,Studio,160,"1,247","1,213","1,213","1,213","1,213"
W2,One Bedroom,130,"1,861","1,500","1,517","1,690","2,015"
W2,Two Bedrooms,140,"2,680","2,058","2,185","2,492","2,882"
W2,Three Bedrooms,40,"4,677","3,033","3,445","4,117","5,850"
W2,Four or More Bedrooms,10,"8,053","5,417","5,417","7,150","11,700"
W3,Room,-,..,..,..,..,..
W3,Studio,20,934,802,802,898,"1,050"
W3,One Bedroom,60,"1,298","1,226","1,250","1,300","1,400"
W3,Two Bedrooms,90,"1,611","1,520","1,550","1,600","1,700"
W3,Three Bedrooms,50,"2,111","1,850","1,924","2,100","2,300"
W3,Four or More Bedrooms,40,"2,864","2,350","2,381","2,640","3,150"
W4,Room,10,687,551,551,613,650
W4,Studio,10,"1,056",975,975,"1,000","1,083"
W4,One Bedroom,70,"1,387","1,250","1,300","1,398","1,500"
W4,Two Bedrooms,120,"1,701","1,500","1,550","1,650","1,800"
W4,Three Bedrooms,40,"2,296","1,899","1,900","2,123","2,686"
W4,Four or More Bedrooms,30,"4,032","2,708","2,960","3,975","5,000"
W5,Room,80,820,720,742,792,942
W5,Studio,50,944,825,887,925,"1,050"
W5,One Bedroom,290,"1,284","1,148","1,178","1,275","1,400"
W5,Two Bedrooms,390,"1,636","1,400","1,425","1,500","1,800"
W5,Three Bedrooms,140,"2,106","1,750","1,800","1,998","2,200"
W5,Four or More Bedrooms,90,"3,075","2,400","2,400","2,600","3,500"
W6,Room,-,..,..,..,..,..
W6,Studio,50,"1,025",934,950,"1,000","1,100"
W6,One Bedroom,90,"1,372","1,172","1,200","1,320","1,517"
W6,Two Bedrooms,60,"1,877","1,613","1,661","1,799","2,101"
W6,Three Bedrooms,50,"2,567","2,199","2,275","2,400","2,850"
W6,Four or More Bedrooms,10,"4,098","3,402","3,402","3,683","4,550"
W7,Room,-,..,..,..,..,..
W7,Studio,-,..,..,..,..,..
W7,One Bedroom,50,"1,151","1,100","1,100","1,150","1,225"
W7,Two Bedrooms,60,"1,327","1,250","1,275","1,364","1,450"
W7,Three Bedrooms,20,"1,819","1,650","1,677","1,700","1,895"
W7,Four or More Bedrooms,20,"2,241","1,950","1,950","2,200","2,301"
W8,Room,0,.,.,.,.,.
W8,Studio,20,"1,162","1,029","1,040","1,138","1,285"
W8,One Bedroom,90,"2,205","1,842","1,863","2,044","2,383"
W8,Two Bedrooms,120,"3,401","2,600","2,708","3,033","3,683"
W8,Three Bedrooms,60,"5,026","4,550","4,550","4,606","4,810"
W8,Four or More Bedrooms,10,"7,479","4,929","5,742","6,934","9,642"
W9,Room,0,.,.,.,.,.
W9,Studio,0,.,.,.,.,.
W9,One Bedroom,20,"1,541","1,300","1,300","1,500","1,842"
W9,Two Bedrooms,30,"2,244","2,100","2,145","2,298","2,500"
W9,Three Bedrooms,10,"3,070","2,450","2,450","2,626","3,900"
W9,Four or More Bedrooms,-,..,..,..,..,..
WC1A,Room,0,.,.,.,.,.
WC1A,Studio,0,.,.,.,.,.
WC1A,One Bedroom,0,.,.,.,.,.
WC1A,Two Bedrooms,10,"2,186","2,150","2,150","2,178","2,275"
WC1A,Three Bedrooms,-,..,..,..,..,..
WC1A,Four or More Bedrooms,0,.,.,.,.,.
WC1B,Room,0,.,.,.,.,.
WC1B,Studio,0,.,.,.,.,.
WC1B,One Bedroom,10,"2,291","2,232","2,232","2,383","2,383"
WC1B,Two Bedrooms,10,"2,955","2,893","2,903","2,968","3,155"
WC1B,Three Bedrooms,-,..,..,..,..,..
WC1B,Four or More Bedrooms,-,..,..,..,..,..
WC1E,Room,0,.,.,.,.,.
WC1E,Studio,-,..,..,..,..,..
WC1E,One Bedroom,30,"2,216","2,023","2,026","2,102","2,362"
WC1E,Two Bedrooms,40,"2,608","2,405","2,431","2,548","2,843"
WC1E,Three Bedrooms,10,"4,021","3,754","3,754","3,987","4,117"
WC1E,Four or More Bedrooms,0,.,.,.,.,.
WC1H,Room,0,.,.,.,.,.
WC1H,Studio,-,..,..,..,..,..
WC1H,One Bedroom,10,"1,437","1,320","1,380","1,398","1,513"
WC1H,Two Bedrooms,-,..,..,..,..,..
WC1H,Three Bedrooms,-,..,..,..,..,..
WC1H,Four or More Bedrooms,0,.,.,.,.,.
WC1N,Room,0,.,.,.,.,.
WC1N,Studio,0,.,.,.,.,.
WC1N,One Bedroom,-,..,..,..,..,..
WC1N,Two Bedrooms,-,..,..,..,..,..
WC1N,Three Bedrooms,0,.,.,.,.,.
WC1N,Four or More Bedrooms,0,.,.,.,.,.
WC1R,Room,0,.,.,.,.,.
WC1R,Studio,0,.,.,.,.,.
WC1R,One Bedroom,-,..,..,..,..,..
WC1R,Two Bedrooms,-,..,..,..,..,..
WC1R,Three Bedrooms,0,.,.,.,.,.
WC1R,Four or More Bedrooms,0,.,.,.,.,.
WC1V,Room,0,.,.,.,.,.
WC1V,Studio,0,.,.,.,.,.
WC1V,One Bedroom,0,.,.,.,.,.
WC1V,Two Bedrooms,0,.,.,.,.,.
WC1V,Three Bedrooms,0,.,.,.,.,.
WC1V,Four or More Bedrooms,0,.,.,.,.,.
WC1X,Room,0,.,.,.,.,.
WC1X,Studio,-,..,..,..,..,..
WC1X,One Bedroom,-,..,..,..,..,..
WC1X,Two Bedrooms,-,..,..,..,..,..
WC1X,Three Bedrooms,-,..,..,..,..,..
WC1X,Four or More Bedrooms,0,.,.,.,.,.
WC2A,Room,0,.,.,.,.,.
WC2A,Studio,0,.,.,.,.,.
WC2A,One Bedroom,0,.,.,.,.,.
WC2A,Two Bedrooms,0,.,.,.,.,.
WC2A,Three Bedrooms,0,.,.,.,.,.
WC2A,Four or More Bedrooms,0,.,.,.,.,.
WC2B,Room,0,.,.,.,.,.
WC2B,Studio,0,.,.,.,.,.
WC2B,One Bedroom,-,..,..,..,..,..
WC2B,Two Bedrooms,-,..,..,..,..,..
WC2B,Three Bedrooms,0,.,.,.,.,.
WC2B,Four or More Bedrooms,0,.,.,.,.,.
WC2E,Room,0,.,.,.,.,.
WC2E,Studio,-,..,..,..,..,..
WC2E,One Bedroom,-,..,..,..,..,..
WC2E,Two Bedrooms,-,..,..,..,..,..
WC2E,Three Bedrooms,0,.,.,.,.,.
WC2E,Four or More Bedrooms,0,.,.,.,.,.
WC2H,Room,0,.,.,.,.,.
WC2H,Studio,-,..,..,..,..,..
WC2H,One Bedroom,-,..,..,..,..,..
WC2H,Two Bedrooms,-,..,..,..,..,..
WC2H,Three Bedrooms,-,..,..,..,..,..
WC2H,Four or More Bedrooms,0,.,.,.,.,.
WC2N,Room,0,.,.,.,.,.
WC2N,Studio,0,.,.,.,.,.
WC2N,One Bedroom,-,..,..,..,..,..
WC2N,Two Bedrooms,0,.,.,.,.,.
WC2N,Three Bedrooms,0,.,.,.,.,.
WC2N,Four or More Bedrooms,0,.,.,.,.,.
WC2R,Room,0,.,.,.,.,.
WC2R,Studio,0,.,.,.,.,.
WC2R,One Bedroom,-,..,..,..,..,..
WC2R,Two Bedrooms,-,..,..,..,..,..
WC2R,Three Bedrooms,0,.,.,.,.,.
WC2R,Four or More Bedrooms,0,.,.,.,.,.
WC99,Room,0,.,.,.,.,.
WC99,Studio,0,.,.,.,.,.
WC99,One Bedroom,0,.,.,.,.,.
WC99,Two Bedrooms,0,.,.,.,.,.
WC99,Three Bedrooms,0,.,.,.,.,.
WC99,Four or More Bedrooms,0,.,.,.,.,.
WD2,Room,0,.,.,.,.,.
WD2,Studio,0,.,.,.,.,.
WD2,One Bedroom,0,.,.,.,.,.
WD2,Two Bedrooms,0,.,.,.,.,.
WD2,Three Bedrooms,0,.,.,.,.,.
WD2,Four or More Bedrooms,0,.,.,.,.,.
WD23,Room,0,.,.,.,.,.
WD23,Studio,0,.,.,.,.,.
WD23,One Bedroom,0,.,.,.,.,.
WD23,Two Bedrooms,0,.,.,.,.,.
WD23,Three Bedrooms,0,.,.,.,.,.
WD23,Four or More Bedrooms,0,.,.,.,.,.
WD3,Room,0,.,.,.,.,.
WD3,Studio,0,.,.,.,.,.
WD3,One Bedroom,0,.,.,.,.,.
WD3,Two Bedrooms,0,.,.,.,.,.
WD3,Three Bedrooms,0,.,.,.,.,.
WD3,Four or More Bedrooms,0,.,.,.,.,.
WD6,Room,0,.,.,.,.,.
WD6,Studio,0,.,.,.,.,.
WD6,One Bedroom,0,.,.,.,.,.
WD6,Two Bedrooms,0,.,.,.,.,.
WD6,Three Bedrooms,0,.,.,.,.,.
WD6,Four or More Bedrooms,0,.,.,.,.,.
